-2.466636069641274173e-02,5.705489627361180760e-02,3.359397287961882889e-02,-9.260663883008139405e-03,3.545749096443822496e-02,4.748119588897108112e-02,5.036841580396294454e-02,9.474670131211337942e-03,-1.821860068122976850e-02,-1.770090118011927172e-02
1.167605851092396591e-02,4.630227289140786961e-02,-4.108994546906165335e-02,3.510701015639333677e-02,-4.432484738370142535e-02,-3.134871302662485537e-02,-5.416332579706499561e-02,-1.764913974396286125e-02,-5.781671496204033450e-02,-5.212155459101167759e-02
1.781661042883632071e-02,-2.716853424230316824e-02,5.195068207260587073e-02,3.856600266250983372e-02,9.064461263528496987e-03,1.158194459388954588e-03,-1.805693348602620957e-02,9.616525704758495385e-03,3.854302725373757316e-02,-7.466195785774932224e-03
1.843872922946402856e-02,3.275834403790126720e-02,-5.826976738894828339e-03,-2.652716644555366127e-02,-3.543517440137717439e-03,-5.122243304544629727e-02,-5.725636378758828214e-03,8.124078221909636355e-03,-5.395739017634210155e-02,-4.858148231239202766e-03
-1.712778745410764233e-02,5.746841945781690913e-02,-3.626350618982499344e-03,4.970135673489880362e-02,4.541737243637381655e-02,-2.576540820316945441e-04,-4.664241000988554250e-03,1.260946024009896790e-02,2.114205704169228733e-02,-2.601138018289202505e-02
-1.232243772923523155e-02,1.784999968287085195e-02,1.164257742659856494e-02,-4.158371929700738212e-02,-2.976534777696584685e-02,1.922346795525975427e-02,3.980864961703477201e-02,-2.185680952695186890e-02,3.271339598138908733e-02,2.896965663680079600e-02
-4.911785621615384623e-02,-2.804290045903684234e-02,2.379695216830750651e-02,3.380032179364708678e-02,1.620335127688409677e-02,-2.643050264716764741e-02,-1.252202295723823210e-02,-4.559193122699846390e-02,1.650450181272967651e-02,3.402667779030234957e-02
-1.221580234901844565e-02,-4.658657530594959711e-02,1.158269205038443437e-03,4.731516919566327445e-03,2.572674126136585346e-02,-2.019747065670493905e-02,-4.094301302606137040e-03,-5.973609011400806464e-04,-3.897819366013552389e-02,-4.944168976619472966e-02
3.711916388003697748e-02,5.431871884526356248e-02,2.423572245236945213e-02,-2.643702525293789574e-02,-4.003601370524541465e-03,4.754759152388691318e-02,3.083464928596562227e-03,-1.444419282585621307e-02,-4.149359039881853062e-02,-2.397688383185431205e-02
-1.104784872250586664e-02,-3.549402183922827081e-02,3.044133675353775936e-02,1.626841857899549324e-03,-4.224250119702843698e-02,-1.892703798705897694e-02,-1.119398845007969247e-02,-5.787627642113730292e-02,-1.816328911277498986e-02,-3.435191082629944492e-02
4.038022029991698847e-02,2.001985401422024663e-02,-3.609291313503212167e-02,5.312097807857102394e-02,-1.783048601609988487e-02,-2.965198926053201969e-02,2.902209517333068783e-02,-5.288826640657504768e-02,4.713292112505303166e-02,-3.565029220781747860e-02
-2.561307705283772176e-02,-7.832197811427583922e-03,3.328353560570405240e-02,-4.827659918859610738e-02,3.542156436688360249e-02,-1.768967348989958568e-02,-3.038268815980877877e-02,1.807573296271282673e-02,-3.285846153277765386e-02,2.715251724979114017e-02
-5.193032221588942537e-02,1.218449222011872002e-02,3.807345808385854957e-02,4.363908758969304615e-03,4.613787532976321160e-02,-2.554859054663203254e-03,3.833699940497137248e-02,-1.359638711425931006e-02,-4.056429461569291406e-02,-2.118178653581494209e-02
-4.933343568591119083e-02,2.683124225304620025e-02,-1.925114332795214642e-02,4.629422415737543400e-02,5.084609124155403670e-02,1.979038851498189297e-02,-5.162359185956102992e-02,-1.306368941063274468e-02,-5.385640400582972741e-03,-5.244150577995882606e-02
5.047423566625209440e-02,1.673144468700698759e-02,1.381015241817397723e-02,5.606923093626112187e-02,4.435311915179868808e-02,3.945702467604404046e-02,-1.470338458011506873e-02,2.192903053098071986e-02,-2.692667450631968176e-02,4.876084373062050670e-02
-6.246050028689601429e-03,5.374481378132131906e-03,-1.997365617903670842e-02,-4.728152396586642048e-02,-4.514728097389178463e-02,-5.159865489303879643e-02,-5.539435695512760771e-03,5.001225141938938495e-02,-2.055061829117085098e-02,2.358247954694905890e-02
2.878850372629851440e-02,-5.501450357599464713e-02,5.192493368354469951e-02,-4.642679441697662029e-02,-3.255459203304270771e-02,3.290177229725056024e-02,-2.392571393990264306e-02,2.187664722847556045e-02,3.709250055901279486e-02,-4.533976816341567240e-02
2.503584506768366871e-02,4.471889092346080508e-02,-2.368867721520230910e-02,-2.739380882490981620e-02,-4.580278098388775032e-02,2.077554932303364577e-02,1.658258417444329058e-02,-2.178731855269405715e-02,-4.128726682170130724e-02,-4.438519940622396957e-03
4.612471276945165344e-02,9.610865625006992027e-03,5.419792293773918052e-02,2.649345041637793038e-02,3.327979929629379385e-02,1.749771014815820411e-02,-2.911739238519021195e-02,-1.612080895358368113e-02,4.676269382587267681e-02,5.224098954310416737e-02
3.769508850266303952e-03,-1.775481729189154825e-02,-4.523817553111018908e-02,-8.676991429786418478e-03,3.397938284546281329e-02,-1.999327892066629295e-03,2.052786677957598935e-02,5.742569590943494284e-02,4.322324705434979486e-02,-2.911329814797072521e-02
4.858082644317127108e-02,-4.749137821166143220e-02,2.265449852533914579e-02,1.171202997155174064e-02,6.151928390137445871e-03,6.150256263851086591e-04,3.818961101708009953e-02,2.849960604317670204e-02,-4.755225865635893251e-02,-4.382758205322224293e-02
